,largeur mm,hauteur mm,longueur m,cubage,prix pièce,,prix m3 72mm,,fournisseur,Nom,Référence,Catégorie,Essence
LC,160,450,4,"0,288","190,08 €",,660,,LCCO,160x450mm 4m Lamellés,L160X450/4m,LAMELLES,Lamellés
LC,160,450,5,"0,36","237,60 €",,660,,LCCO,160x450mm 5m Lamellés,L160X450/5m,LAMELLES,Lamellés
LC,160,450,6,"0,432","285,12 €",,660,,LCCO,160x450mm 6m Lamellés,L160X450/6m,LAMELLES,Lamellés
LC,160,450,7,"0,504","332,64 €",,660,,LCCO,160x450mm 7m Lamellés,L160X450/7m,LAMELLES,Lamellés
LC,160,450,8,"0,576","380,16 €",,660,,LCCO,160x450mm 8m Lamellés,L160X450/8m,LAMELLES,Lamellés
LC,160,450,9,"0,648","427,68 €",,660,,LCCO,160x450mm 9m Lamellés,L160X450/9m,LAMELLES,Lamellés
LC,160,450,10,"0,72","475,20 €",,660,,LCCO,160x450mm 10m Lamellés,L160X450/10m,LAMELLES,Lamellés
LC,160,450,11,"0,792","522,72 €",,660,,LCCO,160x450mm 11m Lamellés,L160X450/11m,LAMELLES,Lamellés
LC,160,450,12,"0,864","570,24 €",,660,,LCCO,160x450mm 12m Lamellés,L160X450/12m,LAMELLES,Lamellés
LC,160,450,13,"0,936","617,76 €",,660,,LCCO,160x450mm 13m Lamellés,L160X450/13m,LAMELLES,Lamellés
LC,160,495,2,"0,1584","104,54 €",,660,,LCCO,160x495mm 2m Lamellés,L160X495/2m,LAMELLES,Lamellés
LC,160,495,3,"0,2376","156,82 €",,660,,LCCO,160x495mm 3m Lamellés,L160X495/3m,LAMELLES,Lamellés
LC,160,495,4,"0,3168","209,09 €",,660,,LCCO,160x495mm 4m Lamellés,L160X495/4m,LAMELLES,Lamellés
LC,160,495,5,"0,396","261,36 €",,660,,LCCO,160x495mm 5m Lamellés,L160X495/5m,LAMELLES,Lamellés
LC,160,495,6,"0,4752","313,63 €",,660,,LCCO,160x495mm 6m Lamellés,L160X495/6m,LAMELLES,Lamellés
LC,160,495,7,"0,5544","365,90 €",,660,,LCCO,160x495mm 7m Lamellés,L160X495/7m,LAMELLES,Lamellés
LC,160,495,8,"0,6336","418,18 €",,660,,LCCO,160x495mm 8m Lamellés,L160X495/8m,LAMELLES,Lamellés
LC,160,495,9,"0,7128","470,45 €",,660,,LCCO,160x495mm 9m Lamellés,L160X495/9m,LAMELLES,Lamellés
LC,160,495,10,"0,792","522,72 €",,660,,LCCO,160x495mm 10m Lamellés,L160X495/10m,LAMELLES,Lamellés
LC,160,495,11,"0,8712","574,99 €",,660,,LCCO,160x495mm 11m Lamellés,L160X495/11m,LAMELLES,Lamellés
LC,160,495,12,"0,9504","627,26 €",,660,,LCCO,160x495mm 12m Lamellés,L160X495/12m,LAMELLES,Lamellés
LC,160,495,13,"1,0296","679,54 €",,660,,LCCO,160x495mm 13m Lamellés,L160X495/13m,LAMELLES,Lamellés
LC,160,540,2,"0,1728","114,05 €",,660,,LCCO,160x540mm 2m Lamellés,L160X540/2m,LAMELLES,Lamellés
LC,160,540,3,"0,2592","171,07 €",,660,,LCCO,160x540mm 3m Lamellés,L160X540/3m,LAMELLES,Lamellés
LC,160,540,4,"0,3456","228,10 €",,660,,LCCO,160x540mm 4m Lamellés,L160X540/4m,LAMELLES,Lamellés
LC,160,540,5,"0,432","285,12 €",,660,,LCCO,160x540mm 5m Lamellés,L160X540/5m,LAMELLES,Lamellés
LC,160,540,6,"0,5184","342,14 €",,660,,LCCO,160x540mm 6m Lamellés,L160X540/6m,LAMELLES,Lamellés
LC,160,540,7,"0,6048","399,17 €",,660,,LCCO,160x540mm 7m Lamellés,L160X540/7m,LAMELLES,Lamellés
LC,160,540,8,"0,6912","456,19 €",,660,,LCCO,160x540mm 8m Lamellés,L160X540/8m,LAMELLES,Lamellés
LC,160,540,9,"0,7776","513,22 €",,660,,LCCO,160x540mm 9m Lamellés,L160X540/9m,LAMELLES,Lamellés
LC,160,540,10,"0,864","570,24 €",,660,,LCCO,160x540mm 10m Lamellés,L160X540/10m,LAMELLES,Lamellés
LC,160,540,11,"0,9504","627,26 €",,660,,LCCO,160x540mm 11m Lamellés,L160X540/11m,LAMELLES,Lamellés
LC,160,540,12,"1,0368","684,29 €",,660,,LCCO,160x540mm 12m Lamellés,L160X540/12m,LAMELLES,Lamellés
LC,160,540,13,"1,1232","741,31 €",,660,,LCCO,160x540mm 13m Lamellés,L160X540/13m,LAMELLES,Lamellés
LC,160,585,2,"0,1872","123,55 €",,660,,LCCO,160x585mm 2m Lamellés,L160X585/2m,LAMELLES,Lamellés
LC,160,585,3,"0,2808","185,33 €",,660,,LCCO,160x585mm 3m Lamellés,L160X585/3m,LAMELLES,Lamellés
LC,160,585,4,"0,3744","247,10 €",,660,,LCCO,160x585mm 4m Lamellés,L160X585/4m,LAMELLES,Lamellés
LC,160,585,5,"0,468","308,88 €",,660,,LCCO,160x585mm 5m Lamellés,L160X585/5m,LAMELLES,Lamellés
LC,160,585,6,"0,5616","370,66 €",,660,,LCCO,160x585mm 6m Lamellés,L160X585/6m,LAMELLES,Lamellés
LC,160,585,7,"0,6552","432,43 €",,660,,LCCO,160x585mm 7m Lamellés,L160X585/7m,LAMELLES,Lamellés
LC,160,585,8,"0,7488","494,21 €",,660,,LCCO,160x585mm 8m Lamellés,L160X585/8m,LAMELLES,Lamellés
LC,160,585,9,"0,8424","555,98 €",,660,,LCCO,160x585mm 9m Lamellés,L160X585/9m,LAMELLES,Lamellés
LC,160,585,10,"0,936","617,76 €",,660,,LCCO,160x585mm 10m Lamellés,L160X585/10m,LAMELLES,Lamellés
LC,160,585,11,"1,0296","679,54 €",,660,,LCCO,160x585mm 11m Lamellés,L160X585/11m,LAMELLES,Lamellés
LC,160,585,12,"1,1232","741,31 €",,660,,LCCO,160x585mm 12m Lamellés,L160X585/12m,LAMELLES,Lamellés
LC,160,585,13,"1,2168","803,09 €",,660,,LCCO,160x585mm 13m Lamellés,L160X585/13m,LAMELLES,Lamellés
LC,160,630,2,"0,2016","133,06 €",,660,,LCCO,160x630mm 2m Lamellés,L160X630/2m,LAMELLES,Lamellés
LC,160,630,3,"0,3024","199,58 €",,660,,LCCO,160x630mm 3m Lamellés,L160X630/3m,LAMELLES,Lamellés
LC,160,630,4,"0,4032","266,11 €",,660,,LCCO,160x630mm 4m Lamellés,L160X630/4m,LAMELLES,Lamellés
LC,160,630,5,"0,504","332,64 €",,660,,LCCO,160x630mm 5m Lamellés,L160X630/5m,LAMELLES,Lamellés
LC,160,630,6,"0,6048","399,17 €",,660,,LCCO,160x630mm 6m Lamellés,L160X630/6m,LAMELLES,Lamellés
LC,160,630,7,"0,7056","465,70 €",,660,,LCCO,160x630mm 7m Lamellés,L160X630/7m,LAMELLES,Lamellés
LC,160,630,8,"0,8064","532,22 €",,660,,LCCO,160x630mm 8m Lamellés,L160X630/8m,LAMELLES,Lamellés
LC,160,630,9,"0,9072","598,75 €",,660,,LCCO,160x630mm 9m Lamellés,L160X630/9m,LAMELLES,Lamellés
LC,160,630,10,"1,008","665,28 €",,660,,LCCO,160x630mm 10m Lamellés,L160X630/10m,LAMELLES,Lamellés
LC,160,630,11,"1,1088","731,81 €",,660,,LCCO,160x630mm 11m Lamellés,L160X630/11m,LAMELLES,Lamellés
LC,160,630,12,"1,2096","798,34 €",,660,,LCCO,160x630mm 12m Lamellés,L160X630/12m,LAMELLES,Lamellés
LC,160,630,13,"1,3104","864,86 €",,660,,LCCO,160x630mm 13m Lamellés,L160X630/13m,LAMELLES,Lamellés
LC,160,675,2,"0,216","142,56 €",,660,,LCCO,160x675mm 2m Lamellés,L160X675/2m,LAMELLES,Lamellés
LC,160,675,3,"0,324","213,84 €",,660,,LCCO,160x675mm 3m Lamellés,L160X675/3m,LAMELLES,Lamellés
LC,160,675,4,"0,432","285,12 €",,660,,LCCO,160x675mm 4m Lamellés,L160X675/4m,LAMELLES,Lamellés
LC,160,675,5,"0,54","356,40 €",,660,,LCCO,160x675mm 5m Lamellés,L160X675/5m,LAMELLES,Lamellés
LC,160,675,6,"0,648","427,68 €",,660,,LCCO,160x675mm 6m Lamellés,L160X675/6m,LAMELLES,Lamellés
LC,160,675,7,"0,756","498,96 €",,660,,LCCO,160x675mm 7m Lamellés,L160X675/7m,LAMELLES,Lamellés
LC,160,675,8,"0,864","570,24 €",,660,,LCCO,160x675mm 8m Lamellés,L160X675/8m,LAMELLES,Lamellés
LC,160,675,9,"0,972","641,52 €",,660,,LCCO,160x675mm 9m Lamellés,L160X675/9m,LAMELLES,Lamellés
LC,160,675,10,"1,08","712,80 €",,660,,LCCO,160x675mm 10m Lamellés,L160X675/10m,LAMELLES,Lamellés
LC,160,675,11,"1,188","784,08 €",,660,,LCCO,160x675mm 11m Lamellés,L160X675/11m,LAMELLES,Lamellés
LC,160,675,12,"1,296","855,36 €",,660,,LCCO,160x675mm 12m Lamellés,L160X675/12m,LAMELLES,Lamellés
LC,160,675,13,"1,404","926,64 €",,660,,LCCO,160x675mm 13m Lamellés,L160X675/13m,LAMELLES,Lamellés
LC,160,160,3,"0,0768","50,69 €",,660,,LCCO,160x160mm 3m Lamellés,L160X160/3m,LAMELLES,Lamellés
LC,160,160,4,"0,1024","67,58 €",,660,,LCCO,160x160mm 4m Lamellés,L160X160/4m,LAMELLES,Lamellés
LC,160,160,5,"0,128","84,48 €",,660,,LCCO,160x160mm 5m Lamellés,L160X160/5m,LAMELLES,Lamellés
LC,160,160,6,"0,1536","101,38 €",,660,,LCCO,160x160mm 6m Lamellés,L160X160/6m,LAMELLES,Lamellés
LC,160,160,7,"0,1792","118,27 €",,660,,LCCO,160x160mm 7m Lamellés,L160X160/7m,LAMELLES,Lamellés
LC,160,160,8,"0,2048","135,17 €",,660,,LCCO,160x160mm 8m Lamellés,L160X160/8m,LAMELLES,Lamellés
LC,160,160,9,"0,2304","152,06 €",,660,,LCCO,160x160mm 9m Lamellés,L160X160/9m,LAMELLES,Lamellés
LC,160,160,10,"0,256","168,96 €",,660,,LCCO,160x160mm 10m Lamellés,L160X160/10m,LAMELLES,Lamellés
LC,160,160,11,"0,2816","185,86 €",,660,,LCCO,160x160mm 11m Lamellés,L160X160/11m,LAMELLES,Lamellés
LC,160,160,12,"0,3072","202,75 €",,660,,LCCO,160x160mm 12m Lamellés,L160X160/12m,LAMELLES,Lamellés
LC,160,160,13,"0,3328","219,65 €",,660,,LCCO,160x160mm 13m Lamellés,L160X160/13m,LAMELLES,Lamellés
LC,185,185,3,"0,102675","72,90 €",,710,,LCCO,185x185mm 3m Lamellés,L185X185/3m,LAMELLES,Lamellés
LC,185,185,4,"0,1369","97,20 €",,710,,LCCO,185x185mm 4m Lamellés,L185X185/4m,LAMELLES,Lamellés
LC,185,185,5,"0,171125","121,50 €",,710,,LCCO,185x185mm 5m Lamellés,L185X185/5m,LAMELLES,Lamellés
LC,185,185,6,"0,20535","145,80 €",,710,,LCCO,185x185mm 6m Lamellés,L185X185/6m,LAMELLES,Lamellés
LC,185,185,7,"0,239575","170,10 €",,710,,LCCO,185x185mm 7m Lamellés,L185X185/7m,LAMELLES,Lamellés
LC,185,185,8,"0,2738","194,40 €",,710,,LCCO,185x185mm 8m Lamellés,L185X185/8m,LAMELLES,Lamellés
LC,185,185,9,"0,308025","218,70 €",,710,,LCCO,185x185mm 9m Lamellés,L185X185/9m,LAMELLES,Lamellés
LC,185,185,10,"0,34225","243,00 €",,710,,LCCO,185x185mm 10m Lamellés,L185X185/10m,LAMELLES,Lamellés
LC,185,185,11,"0,376475","267,30 €",,710,,LCCO,185x185mm 11m Lamellés,L185X185/11m,LAMELLES,Lamellés
LC,185,185,12,"0,4107","291,60 €",,710,,LCCO,185x185mm 12m Lamellés,L185X185/12m,LAMELLES,Lamellés
LC,185,185,13,"0,444925","315,90 €",,710,,LCCO,185x185mm 13m Lamellés,L185X185/13m,LAMELLES,Lamellés
LC,210,210,3,"0,1323","93,93 €",,710,,LCCO,210x210mm 3m Lamellés,L210X210/3m,LAMELLES,Lamellés
LC,210,210,4,"0,1764","125,24 €",,710,,LCCO,210x210mm 4m Lamellés,L210X210/4m,LAMELLES,Lamellés
LC,210,210,5,"0,2205","156,56 €",,710,,LCCO,210x210mm 5m Lamellés,L210X210/5m,LAMELLES,Lamellés
LC,210,210,6,"0,2646","187,87 €",,710,,LCCO,210x210mm 6m Lamellés,L210X210/6m,LAMELLES,Lamellés
LC,210,210,7,"0,3087","219,18 €",,710,,LCCO,210x210mm 7m Lamellés,L210X210/7m,LAMELLES,Lamellés
LC,210,210,8,"0,3528","250,49 €",,710,,LCCO,210x210mm 8m Lamellés,L210X210/8m,LAMELLES,Lamellés
LC,210,210,9,"0,3969","281,80 €",,710,,LCCO,210x210mm 9m Lamellés,L210X210/9m,LAMELLES,Lamellés
LC,210,210,10,"0,441","313,11 €",,710,,LCCO,210x210mm 10m Lamellés,L210X210/10m,LAMELLES,Lamellés
LC,210,210,11,"0,4851","344,42 €",,710,,LCCO,210x210mm 11m Lamellés,L210X210/11m,LAMELLES,Lamellés
LC,210,210,12,"0,5292","375,73 €",,710,,LCCO,210x210mm 12m Lamellés,L210X210/12m,LAMELLES,Lamellés
LC,210,210,13,"0,5733","407,04 €",,710,,LCCO,210x210mm 13m Lamellés,L210X210/13m,LAMELLES,Lamellés
LC,90,270,2,"0,0486","29,89 €",,615,,YVON ET FILS,90x270mm 2m Lamellés,L90X270/2m,LAMELLES,Lamellés
LC,90,270,3,"0,0729","44,83 €",,615,,YVON ET FILS,90x270mm 3m Lamellés,L90X270/3m,LAMELLES,Lamellés
LC,90,270,4,"0,0972","59,78 €",,615,,YVON ET FILS,90x270mm 4m Lamellés,L90X270/4m,LAMELLES,Lamellés
LC,90,270,5,"0,1215","74,72 €",,615,,YVON ET FILS,90x270mm 5m Lamellés,L90X270/5m,LAMELLES,Lamellés
LC,90,270,6,"0,1458","89,67 €",,615,,YVON ET FILS,90x270mm 6m Lamellés,L90X270/6m,LAMELLES,Lamellés
LC,90,270,7,"0,1701","104,61 €",,615,,YVON ET FILS,90x270mm 7m Lamellés,L90X270/7m,LAMELLES,Lamellés
LC,90,270,8,"0,1944","119,56 €",,615,,YVON ET FILS,90x270mm 8m Lamellés,L90X270/8m,LAMELLES,Lamellés
LC,90,270,9,"0,2187","134,50 €",,615,,YVON ET FILS,90x270mm 9m Lamellés,L90X270/9m,LAMELLES,Lamellés
LC,90,270,10,"0,243","149,45 €",,615,,YVON ET FILS,90x270mm 10m Lamellés,L90X270/10m,LAMELLES,Lamellés
LC,90,270,11,"0,2673","164,39 €",,615,,YVON ET FILS,90x270mm 11m Lamellés,L90X270/11m,LAMELLES,Lamellés
LC,90,270,12,"0,2916","179,33 €",,615,,YVON ET FILS,90x270mm 12m Lamellés,L90X270/12m,LAMELLES,Lamellés
LC,90,270,"13,5","0,32805","201,75 €",,615,,YVON ET FILS,"90x270mm 13,5m Lamellés","L90X270/13,5m",LAMELLES,Lamellés
LC,90,320,2,"0,0576","35,42 €",,615,,YVON ET FILS,90x320mm 2m Lamellés,L90X320/2m,LAMELLES,Lamellés
LC,90,320,3,"0,0864","53,14 €",,615,,YVON ET FILS,90x320mm 3m Lamellés,L90X320/3m,LAMELLES,Lamellés
LC,90,320,4,"0,1152","70,85 €",,615,,YVON ET FILS,90x320mm 4m Lamellés,L90X320/4m,LAMELLES,Lamellés
LC,90,320,5,"0,144","88,56 €",,615,,YVON ET FILS,90x320mm 5m Lamellés,L90X320/5m,LAMELLES,Lamellés
LC,90,320,6,"0,1728","106,27 €",,615,,YVON ET FILS,90x320mm 6m Lamellés,L90X320/6m,LAMELLES,Lamellés
LC,90,320,7,"0,2016","123,98 €",,615,,YVON ET FILS,90x320mm 7m Lamellés,L90X320/7m,LAMELLES,Lamellés
LC,90,320,"7,5","0,216","132,84 €",,615,,YVON ET FILS,"90x320mm 7,5m Lamellés","L90X320/7,5m",LAMELLES,Lamellés
LC,90,320,8,"0,2304","141,70 €",,615,,YVON ET FILS,90x320mm 8m Lamellés,L90X320/8m,LAMELLES,Lamellés
LC,90,320,9,"0,2592","159,41 €",,615,,YVON ET FILS,90x320mm 9m Lamellés,L90X320/9m,LAMELLES,Lamellés
LC,90,320,10,"0,288","177,12 €",,615,,YVON ET FILS,90x320mm 10m Lamellés,L90X320/10m,LAMELLES,Lamellés
LC,90,320,11,"0,3168","194,83 €",,615,,YVON ET FILS,90x320mm 11m Lamellés,L90X320/11m,LAMELLES,Lamellés
LC,90,320,12,"0,3456","212,54 €",,615,,YVON ET FILS,90x320mm 12m Lamellés,L90X320/12m,LAMELLES,Lamellés
LC,90,320,13,"0,3744","230,26 €",,615,,YVON ET FILS,90x320mm 13m Lamellés,L90X320/13m,LAMELLES,Lamellés
LC,90,320,"13,5","0,3888","239,11 €",,615,,YVON ET FILS,"90x320mm 13,5m Lamellés","L90X320/13,5m",LAMELLES,Lamellés
LC,90,360,2,"0,0648","39,85 €",,615,,YVON ET FILS,90x360mm 2m Lamellés,L90X360/2m,LAMELLES,Lamellés
LC,90,360,3,"0,0972","59,78 €",,615,,YVON ET FILS,90x360mm 3m Lamellés,L90X360/3m,LAMELLES,Lamellés
LC,90,360,4,"0,1296","79,70 €",,615,,YVON ET FILS,90x360mm 4m Lamellés,L90X360/4m,LAMELLES,Lamellés
LC,90,360,5,"0,162","99,63 €",,615,,YVON ET FILS,90x360mm 5m Lamellés,L90X360/5m,LAMELLES,Lamellés
LC,90,360,6,"0,1944","119,56 €",,615,,YVON ET FILS,90x360mm 6m Lamellés,L90X360/6m,LAMELLES,Lamellés
LC,90,360,7,"0,2268","139,48 €",,615,,YVON ET FILS,90x360mm 7m Lamellés,L90X360/7m,LAMELLES,Lamellés
LC,90,360,8,"0,2592","159,41 €",,615,,YVON ET FILS,90x360mm 8m Lamellés,L90X360/8m,LAMELLES,Lamellés
LC,90,360,9,"0,2916","179,33 €",,615,,YVON ET FILS,90x360mm 9m Lamellés,L90X360/9m,LAMELLES,Lamellés
LC,90,360,10,"0,324","199,26 €",,615,,YVON ET FILS,90x360mm 10m Lamellés,L90X360/10m,LAMELLES,Lamellés
LC,90,360,11,"0,3564","219,19 €",,615,,YVON ET FILS,90x360mm 11m Lamellés,L90X360/11m,LAMELLES,Lamellés
LC,90,360,12,"0,3888","239,11 €",,615,,YVON ET FILS,90x360mm 12m Lamellés,L90X360/12m,LAMELLES,Lamellés
LC,90,360,13,"0,4212","259,04 €",,615,,YVON ET FILS,90x360mm 13m Lamellés,L90X360/13m,LAMELLES,Lamellés
LC,90,360,"13,5","0,4374","269,00 €",,615,,YVON ET FILS,"90x360mm 13,5m Lamellés","L90X360/13,5m",LAMELLES,Lamellés
LC,120,400,2,"0,096","59,04 €",,615,,YVON ET FILS,120x400mm 2m Lamellés,L120X400/2m,LAMELLES,Lamellés
LC,120,400,3,"0,144","88,56 €",,615,,YVON ET FILS,120x400mm 3m Lamellés,L120X400/3m,LAMELLES,Lamellés
LC,120,400,4,"0,192","118,08 €",,615,,YVON ET FILS,120x400mm 4m Lamellés,L120X400/4m,LAMELLES,Lamellés
LC,120,400,5,"0,24","147,60 €",,615,,YVON ET FILS,120x400mm 5m Lamellés,L120X400/5m,LAMELLES,Lamellés
LC,120,400,6,"0,288","177,12 €",,615,,YVON ET FILS,120x400mm 6m Lamellés,L120X400/6m,LAMELLES,Lamellés
LC,120,400,7,"0,336","206,64 €",,615,,YVON ET FILS,120x400mm 7m Lamellés,L120X400/7m,LAMELLES,Lamellés
LC,120,400,8,"0,384","236,16 €",,615,,YVON ET FILS,120x400mm 8m Lamellés,L120X400/8m,LAMELLES,Lamellés
LC,120,400,9,"0,432","265,68 €",,615,,YVON ET FILS,120x400mm 9m Lamellés,L120X400/9m,LAMELLES,Lamellés
LC,120,400,10,"0,48","295,20 €",,615,,YVON ET FILS,120x400mm 10m Lamellés,L120X400/10m,LAMELLES,Lamellés
LC,120,400,11,"0,528","324,72 €",,615,,YVON ET FILS,120x400mm 11m Lamellés,L120X400/11m,LAMELLES,Lamellés
LC,120,400,12,"0,576","354,24 €",,615,,YVON ET FILS,120x400mm 12m Lamellés,L120X400/12m,LAMELLES,Lamellés
LC,120,400,13,"0,624","383,76 €",,615,,YVON ET FILS,120x400mm 13m Lamellés,L120X400/13m,LAMELLES,Lamellés
LC,120,400,"13,5","0,648","398,52 €",,615,,YVON ET FILS,"120x400mm 13,5m Lamellés","L120X400/13,5m",LAMELLES,Lamellés
LC,140,520,2,"0,1456","89,54 €",,615,,YVON ET FILS,140x520mm 2m Lamellés,L140X520/2m,LAMELLES,Lamellés
LC,140,520,3,"0,2184","134,32 €",,615,,YVON ET FILS,140x520mm 3m Lamellés,L140X520/3m,LAMELLES,Lamellés
LC,140,520,4,"0,2912","179,09 €",,615,,YVON ET FILS,140x520mm 4m Lamellés,L140X520/4m,LAMELLES,Lamellés
LC,140,520,5,"0,364","223,86 €",,615,,YVON ET FILS,140x520mm 5m Lamellés,L140X520/5m,LAMELLES,Lamellés
LC,140,520,6,"0,4368","268,63 €",,615,,YVON ET FILS,140x520mm 6m Lamellés,L140X520/6m,LAMELLES,Lamellés
LC,140,520,7,"0,5096","313,40 €",,615,,YVON ET FILS,140x520mm 7m Lamellés,L140X520/7m,LAMELLES,Lamellés
LC,140,520,8,"0,5824","358,18 €",,615,,YVON ET FILS,140x520mm 8m Lamellés,L140X520/8m,LAMELLES,Lamellés
LC,140,520,9,"0,6552","402,95 €",,615,,YVON ET FILS,140x520mm 9m Lamellés,L140X520/9m,LAMELLES,Lamellés
LC,140,520,10,"0,728","447,72 €",,615,,YVON ET FILS,140x520mm 10m Lamellés,L140X520/10m,LAMELLES,Lamellés
LC,140,520,11,"0,8008","492,49 €",,615,,YVON ET FILS,140x520mm 11m Lamellés,L140X520/11m,LAMELLES,Lamellés
LC,140,520,12,"0,8736","537,26 €",,615,,YVON ET FILS,140x520mm 12m Lamellés,L140X520/12m,LAMELLES,Lamellés
LC,140,520,13,"0,9464","582,04 €",,615,,YVON ET FILS,140x520mm 13m Lamellés,L140X520/13m,LAMELLES,Lamellés
LC,140,520,"13,5","0,9828","604,42 €",,615,,YVON ET FILS,"140x520mm 13,5m Lamellés","L140X520/13,5m",LAMELLES,Lamellés
